platform,username,post_url,caption,media_url,likes,comments,views,upload_date
facebook,nike,https://www.facebook.com/nike/posts/11,Run the world. New running collection drops today 👟,https://facebook.com/nike/photos/11.jpg,82334,1002,480438,2025-10-20 02:14:10
facebook,nike,https://www.facebook.com/nike/posts/12,From practice to podium. We're with you 🏅,https://facebook.com/nike/photos/12.jpg,61005,455,257668,2025-10-17 02:21:10
facebook,nike,https://www.facebook.com/nike/posts/13,From practice to podium. We're with you 🏅,https://facebook.com/nike/photos/13.jpg,85262,1413,374035,2025-10-16 01:25:10
facebook,nike,https://www.facebook.com/nike/posts/14,"Sweat, smile, repeat. Workout essentials now available 💦",https://facebook.com/nike/photos/14.jpg,58195,939,302016,2025-10-15 20:25:10
facebook,nike,https://www.facebook.com/nike/posts/15,Unstoppable energy. Unmatched style 🌊,https://facebook.com/nike/photos/15.jpg,136883,831,590242,2025-10-13 06:46:10
facebook,nike,https://www.facebook.com/nike/posts/16,From the court to the streets. Style never stops 🏀,https://facebook.com/nike/photos/16.jpg,69198,556,244746,2025-10-11 04:01:10
facebook,nike,https://www.facebook.com/nike/posts/17,"Sweat, smile, repeat. Workout essentials now available 💦",https://facebook.com/nike/photos/17.jpg,100245,1026,476107,2025-10-10 23:41:10
facebook,nike,https://www.facebook.com/nike/posts/18,Run faster. Jump higher. Play harder. 🔥,https://facebook.com/nike/photos/18.jpg,129136,1018,578846,2025-10-08 04:22:10
facebook,nike,https://www.facebook.com/nike/posts/19,Every champion was once a beginner. Start today 💫,https://facebook.com/nike/photos/19.jpg,125298,1045,618996,2025-10-07 02:48:10
facebook,nike,https://www.facebook.com/nike/posts/20,Champions are made in training. Let's work 🎯,https://facebook.com/nike/photos/20.jpg,121336,1457,532046,2025-10-04 19:18:10
facebook,nike,https://www.facebook.com/nike/posts/21,Athletes inspire athletes. What's your story? #NikeAthletes,https://facebook.com/nike/photos/21.jpg,87339,451,494988,2025-10-03 07:07:10
facebook,nike,https://www.facebook.com/nike/posts/22,Unstoppable energy. Unmatched style 🌊,https://facebook.com/nike/photos/22.jpg,93144,1525,350294,2025-09-28 08:21:10
facebook,nike,https://www.facebook.com/nike/posts/23,Champions are made in training. Let's work 🎯,https://facebook.com/nike/photos/23.jpg,86641,1159,288135,2025-09-28 02:53:10
facebook,nike,https://www.facebook.com/nike/posts/24,The only workout you'll regret is the one you skip ⏰,https://facebook.com/nike/photos/24.jpg,60269,908,223188,2025-09-27 08:46:10
facebook,nike,https://www.facebook.com/nike/posts/25,Game day ready. Are you? 🏈 #NikeFootball,https://facebook.com/nike/photos/25.jpg,60231,362,312227,2025-09-24 02:56:10
facebook,nike,https://www.facebook.com/nike/posts/26,Elevate your game. The future starts now 🎮,https://facebook.com/nike/photos/26.jpg,64177,432,317132,2025-09-24 02:00:10
facebook,nike,https://www.facebook.com/nike/posts/27,From practice to podium. We're with you 🏅,https://facebook.com/nike/photos/27.jpg,138254,2450,768574,2025-09-23 18:38:10
facebook,nike,https://www.facebook.com/nike/posts/28,Champions are made in training. Let's work 🎯,https://facebook.com/nike/photos/28.jpg,129366,1555,537329,2025-09-22 21:50:10
facebook,nike,https://www.facebook.com/nike/posts/29,Winning mindset. Champion attitude 🧠,https://facebook.com/nike/photos/29.jpg,110153,1537,426070,2025-09-22 06:32:10
facebook,nike,https://www.facebook.com/nike/posts/30,Icons in the making. Join the movement 👑,https://facebook.com/nike/photos/30.jpg,105199,921,330824,2025-09-21 06:08:10
facebook,nike,https://www.facebook.com/nike/posts/31,Style that performs. Function that inspires ✨,https://facebook.com/nike/photos/31.jpg,98433,1620,565224,2025-09-20 02:08:10
facebook,nike,https://www.facebook.com/nike/posts/32,"Your journey, our mission. Together we rise 🚀",https://facebook.com/nike/photos/32.jpg,72430,598,356992,2025-09-19 20:34:10
facebook,nike,https://www.facebook.com/nike/posts/33,Every champion was once a beginner. Start today 💫,https://facebook.com/nike/photos/33.jpg,88160,830,497530,2025-09-19 01:08:10
facebook,nike,https://www.facebook.com/nike/posts/34,Unstoppable energy. Unmatched style 🌊,https://facebook.com/nike/photos/34.jpg,122779,2409,727679,2025-09-18 18:52:10
facebook,adidas,https://www.facebook.com/adidas/posts/0,Engineered for athletes. Designed for everyone ✨,https://facebook.com/adidas/photos/0.jpg,70497,673,393156,2025-11-07 23:23:10
facebook,adidas,https://www.facebook.com/adidas/posts/1,Performance you can feel. Style you can see 👀,https://facebook.com/adidas/photos/1.jpg,41870,416,156089,2025-11-07 22:41:10
facebook,adidas,https://www.facebook.com/adidas/posts/2,"Sustainability meets performance. Better for you, better for planet 🌍",https://facebook.com/adidas/photos/2.jpg,108990,919,422604,2025-11-05 04:10:10
facebook,adidas,https://www.facebook.com/adidas/posts/3,Icons never fade. New classics just dropped 👑,https://facebook.com/adidas/photos/3.jpg,78199,982,237311,2025-11-03 23:10:10
facebook,adidas,https://www.facebook.com/adidas/posts/4,Impossible is Nothing. The new Predator boots are here ⚽,https://facebook.com/adidas/photos/4.jpg,46515,655,252639,2025-10-31 02:02:10
facebook,adidas,https://www.facebook.com/adidas/posts/5,Engineered excellence. Designed passion ❤️,https://facebook.com/adidas/photos/5.jpg,97002,1351,580555,2025-10-30 18:45:10
facebook,adidas,https://www.facebook.com/adidas/posts/6,Champions train here. Are you ready? 🏆 #TeamAdidas,https://facebook.com/adidas/photos/6.jpg,42929,422,252395,2025-10-30 06:35:10
facebook,adidas,https://www.facebook.com/adidas/posts/7,Performance you can feel. Style you can see 👀,https://facebook.com/adidas/photos/7.jpg,91590,1127,378619,2025-10-30 05:59:10
facebook,adidas,https://www.facebook.com/adidas/posts/8,The world is your playground. Go explore 🌎,https://facebook.com/adidas/photos/8.jpg,100476,1394,475749,2025-10-29 03:58:10
facebook,adidas,https://www.facebook.com/adidas/posts/9,"Three stripes, endless possibilities 💫 #adidas",https://facebook.com/adidas/photos/9.jpg,113777,1125,439121,2025-10-28 06:55:10
facebook,adidas,https://www.facebook.com/adidas/posts/10,Here to create. The new Ultraboost is revolutionary 🚀,https://facebook.com/adidas/photos/10.jpg,80889,1363,287814,2025-10-23 20:54:10
facebook,adidas,https://www.facebook.com/adidas/posts/11,Born on the field. Built for the street 🏟️➡️🌃,https://facebook.com/adidas/photos/11.jpg,97895,1739,527812,2025-10-22 20:08:10
facebook,adidas,https://www.facebook.com/adidas/posts/12,"Three stripes, endless possibilities 💫 #adidas",https://facebook.com/adidas/photos/12.jpg,49617,410,234531,2025-10-21 07:32:10
facebook,adidas,https://www.facebook.com/adidas/posts/13,Legends in the making. Write your story 📝,https://facebook.com/adidas/photos/13.jpg,76942,544,290756,2025-10-20 18:15:10
facebook,adidas,https://www.facebook.com/adidas/posts/14,Rise up. Stand out. Be legendary 💫,https://facebook.com/adidas/photos/14.jpg,54102,801,229531,2025-10-17 04:56:10
facebook,adidas,https://www.facebook.com/adidas/posts/15,"One team, one dream. Together we rise 🤝",https://facebook.com/adidas/photos/15.jpg,110833,983,358808,2025-10-17 02:40:10
facebook,adidas,https://www.facebook.com/adidas/posts/16,From grassroots to greatness 🌱➡️🏆,https://facebook.com/adidas/photos/16.jpg,95508,1522,561993,2025-10-16 06:22:10
facebook,adidas,https://www.facebook.com/adidas/posts/17,Athlete-tested. Champion-approved ✅,https://facebook.com/adidas/photos/17.jpg,98480,1584,370913,2025-10-14 07:24:10
facebook,adidas,https://www.facebook.com/adidas/posts/18,Performance that speaks for itself 🗣️,https://facebook.com/adidas/photos/18.jpg,72516,1101,227527,2025-10-11 22:34:10
facebook,adidas,https://www.facebook.com/adidas/posts/19,Engineered excellence. Designed passion ❤️,https://facebook.com/adidas/photos/19.jpg,78566,708,343569,2025-10-11 21:07:10
facebook,adidas,https://www.facebook.com/adidas/posts/20,Engineered excellence. Designed passion ❤️,https://facebook.com/adidas/photos/20.jpg,119263,1101,416750,2025-10-09 07:56:10
facebook,adidas,https://www.facebook.com/adidas/posts/21,Train like tomorrow doesn't exist ⏰,https://facebook.com/adidas/photos/21.jpg,119291,1595,656260,2025-10-08 20:35:10
facebook,adidas,https://www.facebook.com/adidas/posts/22,Innovation in motion. The future is now 🌟,https://facebook.com/adidas/photos/22.jpg,73120,940,304930,2025-10-08 04:26:10
facebook,adidas,https://www.facebook.com/adidas/posts/23,Here to create. The new Ultraboost is revolutionary 🚀,https://facebook.com/adidas/photos/23.jpg,82858,1024,320649,2025-10-07 20:26:10
facebook,adidas,https://www.facebook.com/adidas/posts/24,Rise up. Stand out. Be legendary 💫,https://facebook.com/adidas/photos/24.jpg,67926,512,294975,2025-10-06 06:25:10
facebook,adidas,https://www.facebook.com/adidas/posts/25,Born on the field. Built for the street 🏟️➡️🌃,https://facebook.com/adidas/photos/25.jpg,48198,366,229399,2025-10-05 23:08:10
facebook,adidas,https://www.facebook.com/adidas/posts/26,Champions train here. Are you ready? 🏆 #TeamAdidas,https://facebook.com/adidas/photos/26.jpg,85480,973,320439,2025-10-03 00:09:10
facebook,adidas,https://www.facebook.com/adidas/posts/27,Engineered excellence. Designed passion ❤️,https://facebook.com/adidas/photos/27.jpg,45422,344,148835,2025-09-30 05:23:10
facebook,adidas,https://www.facebook.com/adidas/posts/28,From grassroots to greatness 🌱➡️🏆,https://facebook.com/adidas/photos/28.jpg,86183,1306,306084,2025-09-29 20:43:10
facebook,adidas,https://www.facebook.com/adidas/posts/29,Impossible is Nothing. The new Predator boots are here ⚽,https://facebook.com/adidas/photos/29.jpg,60415,867,344256,2025-09-29 02:42:10
facebook,adidas,https://www.facebook.com/adidas/posts/30,Rise up. Stand out. Be legendary 💫,https://facebook.com/adidas/photos/30.jpg,89216,1084,458757,2025-09-26 19:01:10
facebook,adidas,https://www.facebook.com/adidas/posts/31,Train like tomorrow doesn't exist ⏰,https://facebook.com/adidas/photos/31.jpg,112782,881,454656,2025-09-26 06:43:10
facebook,adidas,https://www.facebook.com/adidas/posts/32,Innovation meets style. The future of sportswear ⚡,https://facebook.com/adidas/photos/32.jpg,73976,600,389999,2025-09-25 05:47:10
facebook,adidas,https://www.facebook.com/adidas/posts/33,Athlete-tested. Champion-approved ✅,https://facebook.com/adidas/photos/33.jpg,94689,1477,566208,2025-09-22 04:11:10
facebook,adidas,https://www.facebook.com/adidas/posts/34,Push boundaries. Break records. Repeat 🔄,https://facebook.com/adidas/photos/34.jpg,91462,1644,322394,2025-09-19 18:56:10
facebook,redbull,https://www.facebook.com/redbull/posts/0,Skateboarding's new golden era 🛹✨ #RedBullSkate,https://facebook.com/redbull/photos/0.jpg,96053,589,355976,2025-11-07 22:43:10
facebook,redbull,https://www.facebook.com/redbull/posts/1,This is not just a drink. It's a lifestyle 🌟 #WingsForLife,https://facebook.com/redbull/photos/1.jpg,91890,950,492808,2025-11-06 06:46:10
facebook,redbull,https://www.facebook.com/redbull/posts/2,Breakdancing battle royale! 💃🕺 #RedBullBCOne,https://facebook.com/redbull/photos/2.jpg,119897,852,657936,2025-11-05 07:05:10
facebook,redbull,https://www.facebook.com/redbull/posts/3,Fuel your passion. Feed your drive ⚡ #RedBull,https://facebook.com/redbull/photos/3.jpg,135688,2106,791455,2025-11-05 06:52:10
facebook,redbull,https://www.facebook.com/redbull/posts/4,"Defying gravity, one stunt at a time 🎪 #ExtremeRacing",https://facebook.com/redbull/photos/4.jpg,147543,2163,539902,2025-11-02 03:10:10
facebook,redbull,https://www.facebook.com/redbull/posts/5,From the Alps to your adrenaline 🏔️⛷️ #RedBullSnow,https://facebook.com/redbull/photos/5.jpg,129453,2352,499511,2025-11-02 03:01:10
facebook,redbull,https://www.facebook.com/redbull/posts/6,"When the stakes are high, we rise higher 📈",https://facebook.com/redbull/photos/6.jpg,142578,1038,639596,2025-10-31 23:33:10
facebook,redbull,https://www.facebook.com/redbull/posts/7,Fuel your passion. Feed your drive ⚡ #RedBull,https://facebook.com/redbull/photos/7.jpg,168477,1389,880948,2025-10-31 23:14:10
facebook,redbull,https://www.facebook.com/redbull/posts/8,"Energy for every moment, every challenge 💯",https://facebook.com/redbull/photos/8.jpg,134601,1473,553432,2025-10-29 20:46:10
facebook,redbull,https://www.facebook.com/redbull/posts/9,This BMX trick defies physics! 🚴‍♂️🔄,https://facebook.com/redbull/photos/9.jpg,115206,813,402087,2025-10-29 00:42:10
facebook,redbull,https://www.facebook.com/redbull/posts/10,This cliff jump is absolutely mental! 🧗‍♂️💦,https://facebook.com/redbull/photos/10.jpg,122527,1294,401188,2025-10-27 18:30:10
facebook,redbull,https://www.facebook.com/redbull/posts/11,Fuel your passion. Feed your drive ⚡ #RedBull,https://facebook.com/redbull/photos/11.jpg,155256,925,643757,2025-10-24 08:18:10
facebook,redbull,https://www.facebook.com/redbull/posts/12,This is not just a drink. It's a lifestyle 🌟 #WingsForLife,https://facebook.com/redbull/photos/12.jpg,165647,2465,991106,2025-10-23 23:39:10
facebook,redbull,https://www.facebook.com/redbull/posts/13,"Energy for every moment, every challenge 💯",https://facebook.com/redbull/photos/13.jpg,101405,1536,313114,2025-10-22 03:16:10
facebook,redbull,https://www.facebook.com/redbull/posts/14,Cliff diving into paradise 🏝️💦 #RedBullCliffDiving,https://facebook.com/redbull/photos/14.jpg,112196,781,448540,2025-10-21 02:49:10
facebook,redbull,https://www.facebook.com/redbull/posts/15,"When the stakes are high, we rise higher 📈",https://facebook.com/redbull/photos/15.jpg,123418,1708,728478,2025-10-16 03:28:10
facebook,redbull,https://www.facebook.com/redbull/posts/16,Sunset session with the crew 🌅🏄‍♂️ #RedBullSurf,https://facebook.com/redbull/photos/16.jpg,155067,2004,884928,2025-10-16 01:06:10
facebook,redbull,https://www.facebook.com/redbull/posts/17,From zero to hero in 3.2 seconds 🏎️💨 #F1Power,https://facebook.com/redbull/photos/17.jpg,88375,1033,313734,2025-10-15 00:09:10
facebook,redbull,https://www.facebook.com/redbull/posts/18,Your adventure starts here. Are you ready? 🎯,https://facebook.com/redbull/photos/18.jpg,69165,607,212066,2025-10-14 22:43:10
facebook,redbull,https://www.facebook.com/redbull/posts/19,The crowd goes wild! What a finish! 🙌🏟️,https://facebook.com/redbull/photos/19.jpg,65048,449,385287,2025-10-14 17:52:10
facebook,redbull,https://www.facebook.com/redbull/posts/20,This is what 200mph looks like 🏎️👀 #F1Vision,https://facebook.com/redbull/photos/20.jpg,80326,1582,295452,2025-10-11 03:07:10
facebook,redbull,https://www.facebook.com/redbull/posts/21,Unleash your inner champion 👊 #NoLimits,https://facebook.com/redbull/photos/21.jpg,88456,1636,523062,2025-10-11 01:08:10
facebook,redbull,https://www.facebook.com/redbull/posts/22,From the Alps to your adrenaline 🏔️⛷️ #RedBullSnow,https://facebook.com/redbull/photos/22.jpg,108587,1157,453159,2025-10-10 01:40:10
facebook,redbull,https://www.facebook.com/redbull/posts/23,This is what 200mph looks like 🏎️👀 #F1Vision,https://facebook.com/redbull/photos/23.jpg,173304,2702,665960,2025-10-10 00:50:10
facebook,redbull,https://www.facebook.com/redbull/posts/24,MAX VERSTAPPEN WINS! 🏎️🏆 What a race! #F1 #RedBullRacing,https://facebook.com/redbull/photos/24.jpg,119732,1292,580577,2025-10-09 06:42:10
facebook,redbull,https://www.facebook.com/redbull/posts/25,"Wings when you need them 🪽 New energy, new heights",https://facebook.com/redbull/photos/25.jpg,87664,1558,479044,2025-10-08 23:53:10
facebook,redbull,https://www.facebook.com/redbull/posts/26,World champion mindset. Red Bull athlete spirit 🏆,https://facebook.com/redbull/photos/26.jpg,130363,1993,628235,2025-10-05 22:27:10
facebook,redbull,https://www.facebook.com/redbull/posts/27,This BMX trick defies physics! 🚴‍♂️🔄,https://facebook.com/redbull/photos/27.jpg,106683,1590,530169,2025-10-05 18:56:10
facebook,redbull,https://www.facebook.com/redbull/posts/28,Breaking records. Breaking limits 🚀 #RedBullAthletes,https://facebook.com/redbull/photos/28.jpg,107915,1478,400201,2025-09-30 22:22:10
facebook,redbull,https://www.facebook.com/redbull/posts/29,This is not just a drink. It's a lifestyle 🌟 #WingsForLife,https://facebook.com/redbull/photos/29.jpg,65791,1122,278656,2025-09-30 22:02:10
facebook,redbull,https://www.facebook.com/redbull/posts/30,MAX VERSTAPPEN WINS! 🏎️🏆 What a race! #F1 #RedBullRacing,https://facebook.com/redbull/photos/30.jpg,168302,2546,555574,2025-09-26 04:57:10
facebook,redbull,https://www.facebook.com/redbull/posts/31,Your daily dose of inspiration served 💉✨,https://facebook.com/redbull/photos/31.jpg,176034,2852,993724,2025-09-25 08:26:10
facebook,redbull,https://www.facebook.com/redbull/posts/32,Checo delivers! P2 in an epic battle 🏎️💨 #MexicoStrong,https://facebook.com/redbull/photos/32.jpg,174431,1131,1031997,2025-09-23 03:44:10
facebook,redbull,https://www.facebook.com/redbull/posts/33,MAX VERSTAPPEN WINS! 🏎️🏆 What a race! #F1 #RedBullRacing,https://facebook.com/redbull/photos/33.jpg,60537,675,301173,2025-09-22 00:54:10
facebook,redbull,https://www.facebook.com/redbull/posts/34,Cliff diving into paradise 🏝️💦 #RedBullCliffDiving,https://facebook.com/redbull/photos/34.jpg,162571,1180,876360,2025-09-20 07:56:10
facebook,gopro,https://www.facebook.com/gopro/posts/0,Capturing the moments that matter ❤️📸,https://facebook.com/gopro/photos/0.jpg,55967,917,246805,2025-11-08 08:29:10
facebook,gopro,https://www.facebook.com/gopro/posts/1,This snorkeling footage is therapeutic 🐚🌊 #Relax,https://facebook.com/gopro/photos/1.jpg,54313,776,264054,2025-11-07 22:21:10
facebook,gopro,https://www.facebook.com/gopro/posts/2,The climb that changed everything 🧗‍♀️💪,https://facebook.com/gopro/photos/2.jpg,62225,844,199490,2025-11-07 07:58:10
facebook,gopro,https://www.facebook.com/gopro/posts/3,Life's an adventure. Capture it 📷 #GoPro #HERO12,https://facebook.com/gopro/photos/3.jpg,39601,530,171727,2025-11-04 23:22:10
facebook,gopro,https://www.facebook.com/gopro/posts/4,"Your moments, our mission. New HERO12 Black 🔥",https://facebook.com/gopro/photos/4.jpg,67470,372,222922,2025-10-31 01:33:10
facebook,gopro,https://www.facebook.com/gopro/posts/5,Life's an adventure. Capture it 📷 #GoPro #HERO12,https://facebook.com/gopro/photos/5.jpg,47917,858,221524,2025-10-28 19:39:10
facebook,gopro,https://www.facebook.com/gopro/posts/6,This snorkeling footage is therapeutic 🐚🌊 #Relax,https://facebook.com/gopro/photos/6.jpg,37034,368,113446,2025-10-28 08:06:10
facebook,gopro,https://www.facebook.com/gopro/posts/7,This surfing footage is absolutely insane 🏄‍♂️🌊,https://facebook.com/gopro/photos/7.jpg,84114,1563,275190,2025-10-27 22:53:10
facebook,gopro,https://www.facebook.com/gopro/posts/8,POV: You're diving with great whites 🦈😱,https://facebook.com/gopro/photos/8.jpg,90104,532,463356,2025-10-25 20:58:10
facebook,gopro,https://www.facebook.com/gopro/posts/9,Motorcycle through the Himalayas. Pure magic 🏍️🏔️,https://facebook.com/gopro/photos/9.jpg,86150,1596,509108,2025-10-24 19:19:10
facebook,gopro,https://www.facebook.com/gopro/posts/10,Your life is worth sharing. Make it epic 🌟,https://facebook.com/gopro/photos/10.jpg,71678,1089,391856,2025-10-23 21:51:10
facebook,gopro,https://www.facebook.com/gopro/posts/11,This parkour run is absolutely nuts 🏃‍♂️🔥,https://facebook.com/gopro/photos/11.jpg,84952,810,503869,2025-10-21 07:55:10
facebook,gopro,https://www.facebook.com/gopro/posts/12,Shark cage diving gone wrong (but so right!) 🦈😅,https://facebook.com/gopro/photos/12.jpg,57391,515,245956,2025-10-21 02:44:10
facebook,gopro,https://www.facebook.com/gopro/posts/13,Life unfiltered. Adventures unlimited 🎬🌟 #LiveIt,https://facebook.com/gopro/photos/13.jpg,83649,871,427615,2025-10-21 00:14:10
facebook,gopro,https://www.facebook.com/gopro/posts/14,Your life is worth sharing. Make it epic 🌟,https://facebook.com/gopro/photos/14.jpg,34380,621,121790,2025-10-20 04:52:10
facebook,gopro,https://www.facebook.com/gopro/posts/15,This snorkeling footage is therapeutic 🐚🌊 #Relax,https://facebook.com/gopro/photos/15.jpg,49962,698,205621,2025-10-16 22:47:10
facebook,gopro,https://www.facebook.com/gopro/posts/16,This parkour run is absolutely nuts 🏃‍♂️🔥,https://facebook.com/gopro/photos/16.jpg,65990,1236,301883,2025-10-16 22:09:10
facebook,gopro,https://www.facebook.com/gopro/posts/17,"Your moments, our mission. New HERO12 Black 🔥",https://facebook.com/gopro/photos/17.jpg,39946,533,136293,2025-10-16 04:49:10
facebook,gopro,https://www.facebook.com/gopro/posts/18,Motorcycle through the Himalayas. Pure magic 🏍️🏔️,https://facebook.com/gopro/photos/18.jpg,36248,271,123596,2025-10-15 21:18:10
facebook,gopro,https://www.facebook.com/gopro/posts/19,The sunset nobody believed was real 🌅✨ (No filter!),https://facebook.com/gopro/photos/19.jpg,68809,558,210244,2025-10-15 03:26:10
facebook,gopro,https://www.facebook.com/gopro/posts/20,Motorcycle through the Himalayas. Pure magic 🏍️🏔️,https://facebook.com/gopro/photos/20.jpg,66264,981,203249,2025-10-14 06:34:10
facebook,gopro,https://www.facebook.com/gopro/posts/21,Downhill mountain biking POV 🚵‍♂️💥 #Adrenaline,https://facebook.com/gopro/photos/21.jpg,89928,826,533556,2025-10-13 18:39:10
facebook,gopro,https://www.facebook.com/gopro/posts/22,"Sunrise from 15,000 feet ☀️🪂 #Skydiving",https://facebook.com/gopro/photos/22.jpg,79205,1466,447169,2025-10-12 05:05:10
facebook,gopro,https://www.facebook.com/gopro/posts/23,The climb that changed everything 🧗‍♀️💪,https://facebook.com/gopro/photos/23.jpg,35549,643,174337,2025-10-10 07:06:10
facebook,gopro,https://www.facebook.com/gopro/posts/24,POV: You're diving with great whites 🦈😱,https://facebook.com/gopro/photos/24.jpg,33335,235,115929,2025-10-07 23:50:10
facebook,gopro,https://www.facebook.com/gopro/posts/25,This is what adventure looks like 🗺️✨ #TravelGoPro,https://facebook.com/gopro/photos/25.jpg,77538,1149,389172,2025-10-07 03:32:10
facebook,gopro,https://www.facebook.com/gopro/posts/26,"Family adventures, perfectly captured 👨‍👩‍👧‍👦❤️ #GoProFamily",https://facebook.com/gopro/photos/26.jpg,92204,1313,499186,2025-10-04 20:28:10
facebook,gopro,https://www.facebook.com/gopro/posts/27,Life unfiltered. Adventures unlimited 🎬🌟 #LiveIt,https://facebook.com/gopro/photos/27.jpg,73073,470,272066,2025-10-01 00:45:10
facebook,gopro,https://www.facebook.com/gopro/posts/28,POV: You're diving with great whites 🦈😱,https://facebook.com/gopro/photos/28.jpg,94410,655,482902,2025-09-30 03:08:10
facebook,gopro,https://www.facebook.com/gopro/posts/29,POV: You're diving with great whites 🦈😱,https://facebook.com/gopro/photos/29.jpg,50511,618,157129,2025-09-29 02:16:10
facebook,gopro,https://www.facebook.com/gopro/posts/30,When ordinary cameras can't keep up 🏃‍♂️💨,https://facebook.com/gopro/photos/30.jpg,85892,547,308652,2025-09-29 00:47:10
facebook,gopro,https://www.facebook.com/gopro/posts/31,Behind every great shot is a GoPro 📸💯,https://facebook.com/gopro/photos/31.jpg,96885,512,320290,2025-09-23 04:46:10
facebook,gopro,https://www.facebook.com/gopro/posts/32,Life's an adventure. Capture it 📷 #GoPro #HERO12,https://facebook.com/gopro/photos/32.jpg,35954,495,112375,2025-09-22 21:19:10
facebook,gopro,https://www.facebook.com/gopro/posts/33,Hypersmooth 6.0 in action. Buttery smooth 😮,https://facebook.com/gopro/photos/33.jpg,63045,853,300278,2025-09-21 03:57:10
facebook,gopro,https://www.facebook.com/gopro/posts/34,The climb that changed everything 🧗‍♀️💪,https://facebook.com/gopro/photos/34.jpg,30081,582,110563,2025-09-21 03:14:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/0,I Opened The World's Largest Grocery Store 🛒🌟,https://facebook.com/mrbeast/photos/0.jpg,774713,4020,4522205,2025-11-08 03:29:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/1,I Sold My House For $1! 🏠💵,https://facebook.com/mrbeast/photos/1.jpg,715475,7727,3547930,2025-11-05 18:16:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/2,I Bought Everything In A Store! 🛒💰,https://facebook.com/mrbeast/photos/2.jpg,670623,12426,3250369,2025-11-04 20:15:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/3,Recreating Squid Game in real life! 456 contestants 🔴🔺⭕,https://facebook.com/mrbeast/photos/3.jpg,601753,4268,2566792,2025-11-03 19:44:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/4,"Last To Stop Running Wins $100,000! 🏃‍♂️💵",https://facebook.com/mrbeast/photos/4.jpg,730145,6869,2740979,2025-11-02 00:13:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/5,"$100,000 Challenge! Last person to leave wins 💰🎯",https://facebook.com/mrbeast/photos/5.jpg,618233,11538,2070312,2025-10-31 08:14:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/6,Building The World's Biggest Lego Tower 🧱🏗️,https://facebook.com/mrbeast/photos/6.jpg,224283,2574,1070495,2025-10-31 06:08:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/7,I Opened The World's Largest Grocery Store 🛒🌟,https://facebook.com/mrbeast/photos/7.jpg,477817,7552,2130061,2025-10-29 23:26:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/8,I Sold My House For $1! 🏠💵,https://facebook.com/mrbeast/photos/8.jpg,702068,7514,3702618,2025-10-29 05:47:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/9,I Sold My House For $1! 🏠💵,https://facebook.com/mrbeast/photos/9.jpg,321159,3924,1688700,2025-10-26 07:22:10
facebook,mrbeast,https://www.facebook.com/mrbeast/posts/10,Giving Away 10 Cars To Random People! 🚗🎁,https://facebook.com/mrbeast/photos/10.jpg,757183,7389,3914683,2025-10-26 03:49:10
